precision,recall,threshold
0.9466666666666667,0.2113095238095238,0.615
0.9452054794520548,0.20535714285714285,0.6166666666666667
0.9444444444444444,0.20238095238095238,0.6183333333333333
0.9436619718309859,0.19940476190476192,0.62
0.9428571428571428,0.19642857142857142,0.6216666666666667
0.9411764705882353,0.19047619047619047,0.6233333333333333
0.9375,0.17857142857142858,0.625
0.9354838709677419,0.17261904761904762,0.6283333333333333
0.9482758620689655,0.1636904761904762,0.63
0.9473684210526315,0.16071428571428573,0.635
0.9454545454545454,0.15476190476190477,0.6366666666666667
0.9444444444444444,0.15178571428571427,0.6433333333333333
0.9423076923076923,0.14583333333333334,0.6583333333333333
0.9607843137254902,0.14583333333333334,0.6616666666666666
0.96,0.14285714285714285,0.6633333333333333
0.9591836734693877,0.13988095238095238,0.6666666666666666
0.9583333333333334,0.13690476190476192,0.6683333333333333
0.9574468085106383,0.13392857142857142,0.6716666666666666
0.9565217391304348,0.13095238095238096,0.675
0.9545454545454546,0.125,0.6816666666666666
0.9534883720930233,0.12202380952380952,0.685
0.9523809523809523,0.11904761904761904,0.6866666666666666
0.9512195121951219,0.11607142857142858,0.6883333333333334
0.9743589743589743,0.1130952380952381,0.6916666666666667
0.9736842105263158,0.11011904761904762,0.7183333333333334
0.972972972972973,0.10714285714285714,0.72
0.9722222222222222,0.10416666666666667,0.7233333333333334
0.9714285714285714,0.10119047619047619,0.7266666666666667
0.9705882352941176,0.09821428571428571,0.73
0.9696969696969697,0.09523809523809523,0.7316666666666667
0.96875,0.09226190476190477,0.7383333333333333
0.967741935483871,0.08928571428571429,0.7416666666666667
0.9666666666666667,0.08630952380952381,0.7433333333333333
0.9655172413793104,0.08333333333333333,0.745
0.9629629629629629,0.07738095238095238,0.75
0.9615384615384616,0.0744047619047619,0.7516666666666667
0.96,0.07142857142857142,0.7583333333333333
0.9565217391304348,0.06547619047619048,0.77
0.9545454545454546,0.0625,0.775
0.9523809523809523,0.05952380952380952,0.79
0.95,0.05654761904761905,0.7933333333333333
0.9473684210526315,0.05357142857142857,0.7966666666666666
0.9444444444444444,0.050595238095238096,0.8016666666666666
0.9411764705882353,0.047619047619047616,0.8116666666666666
0.9285714285714286,0.03869047619047619,0.8233333333333334
